metric,orientationStatistic,orientationPValue,genderStatistic,genderPValue,queernessStatistic,queernessPValue
liwc_funct,-2.684875208126763,0.008083599784316678,-1.6740668836958446,0.09624386645939707,-0.7541106788955453,0.4519571389859004
liwc_pronoun,-0.7146912084871855,0.4759256593662774,-0.8713589397941452,0.38497905674939414,0.8016127553241943,0.42403665282248915
liwc_ppron,-0.2660998483751959,0.7905326589856061,0.03612944453653916,0.9712281598888678,1.3805988217450536,0.16944252902328147
liwc_i,0.9312639081929291,0.35323367716657605,2.7618294946758835,0.006481724916356478,0.8177742063186569,0.41477465432908667
liwc_we,2.5833385183247435,0.010753436525395324,0.18311274098356636,0.8549618733564505,0.643801102353782,0.5206810545124481
liwc_you,2.9780869360624194,0.0033903397291547496,-1.1429494360602321,0.2549176231279889,-0.8101413144819658,0.4191338650139216
liwc_shehe,-1.4419285367603127,0.15143526933828233,-1.4515540352375782,0.1487564756205624,0.7001086589964964,0.48493669888834245
liwc_they,-1.2359815790657505,0.2184235049907015,2.377658409897055,0.01870928147756392,2.022623880367755,0.044876998060988015
liwc_ipron,-0.987670078280379,0.32492620177939324,-1.966182995519654,0.051161232260663665,-0.45916317017380637,0.646777294790452
liwc_article,-0.8592741772853064,0.3915789023778541,-2.4778612532099613,0.014349064133474546,-1.5548751513560568,0.12206923987937252
liwc_verb,-1.5763727713319526,0.11707505423489205,1.190168809242979,0.23589859907993702,0.1622507673616135,0.8713252976102783
liwc_auxverb,-2.2518481581130594,0.025803811971563045,0.28104318960585906,0.779072462517146,-0.8440919106142337,0.399953326435293
liwc_past,-1.451913883163506,0.14864213715579866,0.5590449188504258,0.5769817474854295,0.9390151932879929,0.3492225564252316
liwc_present,-0.3749120901364901,0.7082625449033284,0.7010718340265886,0.4843664881636225,-0.2686060258781168,0.7885995017648164
liwc_future,-0.8676008870324993,0.3870174168158633,0.6677085082282377,0.5053665968461624,-1.3281190744753066,0.18614274593148292
liwc_adverb,-0.4241580391282556,0.6720664448856926,-0.10969431177037066,0.9128014190945198,-1.039727828868248,0.3001283264860095
liwc_preps,-2.933065710299547,0.003890863736926728,-1.7392408300306366,0.08408573200208268,-1.6194840402047945,0.10742983313997674
liwc_conj,-2.50588819062749,0.013296381962618037,0.6305925046096883,0.5292861264990146,0.32591738684572585,0.7449380859482971
liwc_negate,0.4598867545956232,0.6462723846104431,1.6440240235507935,0.10230824763775265,1.9602547175594602,0.05180662562066085
liwc_quant,0.7004338064811273,0.48475608379873614,-0.6710245624046652,0.5032578864408461,1.6105757579922522,0.10936066636652282
liwc_number,-2.1928165669412816,0.029882007070775367,-0.1796395198974988,0.8576829598000434,1.68987480740213,0.09311541729634759
liwc_swear,2.855736205637467,0.004911298888909962,3.157813061887626,0.0019293771547409034,2.6143389355865523,0.009845802008126648
liwc_social,-1.649589432120052,0.10114779178084571,-0.10428506132287849,0.917085282186737,1.0590697092795283,0.291259224844376
liwc_family,-0.7709799433590957,0.4419479151714517,-0.9569074818098388,0.3401850424221896,-1.0792253719641012,0.2822081420987949
liwc_friend,1.0419885790086703,0.29911608583684784,0.5716431617457907,0.5684367891179689,-0.4766398269523346,0.6343076391895257
liwc_humans,-1.514285185793529,0.1320862211687281,0.499977707633274,0.6178383821998102,1.5341019612176197,0.1270971510197367
liwc_affect,-1.4647513230013292,0.14510979857225134,-1.5644839370225796,0.11985418738967582,-1.0714762867313494,0.28566488491233294
liwc_posemo,-1.3937687283955327,0.16547673280571595,-0.46718944810870333,0.6410561020233404,-0.518158326209969,0.6051062033445038
liwc_negemo,-0.5104909065536717,0.6104681449247007,-1.9885371122640498,0.04860886012664006,-1.057594974303426,0.2919291223050838
liwc_anx,-1.4195302097315452,0.1578473238385465,-0.7091085601265873,0.4793802407508113,-0.8844676105344303,0.37784999460883073
liwc_anger,-0.6752554957903508,0.5005670693161682,-2.1328665827687567,0.034596578915606115,-1.294372539904283,0.19751275491857542
liwc_sad,0.2926203020835558,0.7702222344960817,-1.8253190604729923,0.06998266933285106,0.07300243332009851,0.9419007924082969
liwc_cogmech,-1.7311229007924591,0.08551384686671228,0.16941789667704596,0.8657008633211367,-1.2192472188799472,0.2246515263574124
liwc_insight,-1.2931105378740733,0.19798765814125344,0.7286106016710726,0.46739904346727434,-1.0873973844850384,0.2785938915668697
liwc_cause,-0.927996228792309,0.3549204868973632,-1.0476743793143544,0.29650818312092797,-2.2719767044051338,0.024500086422601566
liwc_discrep,-0.058055230225114204,0.9537829454978416,-1.051040561444327,0.29496471466887847,0.3721668849182892,0.7102903897721518
liwc_tentat,-1.148439629163687,0.25263991279827636,0.9531640469604971,0.3420716515419827,-0.7781828563830454,0.43767887150306883
liwc_certain,-0.6314860045844812,0.5286969283330868,0.09158052797955116,0.9271560029691428,-0.679820490659319,0.4976590075398115
liwc_inhib,-2.6060656096671218,0.010095054801417421,-1.3425844719446787,0.1814761461574579,-3.27414754221492,0.0013141269431773686
liwc_incl,-0.9102644341675941,0.36416316509889246,-0.17719119276179443,0.8596021247496433,0.3970087531538718,0.6919215761696003
liwc_excl,0.2962722505847636,0.7674375059608708,-0.07939666884351823,0.9368251000977108,-0.0029275283354253953,0.9976680377327094
liwc_percept,1.694200072593027,0.09233061028145169,1.352953519618695,0.17814764747914444,1.3217898286265986,0.18823714559961485
liwc_see,0.9075526019092901,0.3655899904818969,0.9135377573226303,0.3624556950208826,0.6339343345809584,0.5270828124239004
liwc_hear,2.5846871787068135,0.01071331626134535,0.9227783758563225,0.35763482702802474,1.905203872437359,0.05865447960900676
liwc_feel,-1.3940771858443857,0.16538375198839797,0.6749673002889003,0.5007567849813956,0.02416070229208396,0.9807563229649399
liwc_bio,2.596183417290879,0.010376743633849784,3.3500688390484727,0.0010267621125453095,3.1251459061137288,0.0021316632846617584
liwc_body,0.6721129983643308,0.502559645081389,1.2805433613756199,0.20237091902581222,2.0915393646688565,0.03815392362508226
liwc_health,-1.5190108424264526,0.13089312548317636,3.40182211703109,0.0008624046594841961,1.7640838031963015,0.079740047208625
liwc_sexual,4.036476283007871,8.673807954060295e-05,3.125120205442451,0.0021419863069776046,2.955420493125202,0.0036238607015710894
liwc_ingest,-0.6029521232177262,0.547463374326105,-1.9146007234994147,0.05748607015588152,-0.8847291893173467,0.3777093189061498
liwc_relativ,-2.1966802852677603,0.029598908213276227,-0.6948068436047327,0.48827311023038855,0.9244461368103133,0.3567290424494177
liwc_motion,-0.9801267818090719,0.3286229995050386,-0.7732988840007742,0.44058724102864943,-0.7291488994138897,0.46704003996180943
liwc_space,-1.9002087432086328,0.05935048000936406,-2.665589468555599,0.008545094032763047,0.6943286987759789,0.48854297436758976
liwc_time,-1.091609455004152,0.27677866817912705,2.052520015489252,0.04189280793175327,1.3711415153644537,0.17236517447138855
liwc_work,-2.516171328865742,0.012930388895434124,-1.3915601742683696,0.166157816753534,-2.97231679664673,0.003440772400842137
liwc_achieve,-1.4131035497716415,0.15972494250512564,-0.5664876179456556,0.5719262245140642,-1.6137306173370887,0.10867371867721627
liwc_leisure,0.9480448088618331,0.34465206268268755,-0.40649739921183414,0.6849683595937444,0.5062615517898975,0.6134114075154402
liwc_home,-1.8161633103192016,0.07136908835498355,-1.2727199679537908,0.20512671156217133,-0.44815688754309163,0.6546823354394457
liwc_money,-3.282289635183492,0.0012846255486035746,-4.485371921944267,1.4574026350334408e-05,-3.1609079424875137,0.0019008805831032102
liwc_relig,-1.1699679415362523,0.24389448383212237,-2.8004366874316746,0.005789848166463434,-1.353878321106193,0.17779807822913807
liwc_death,-0.34727281541245114,0.7288797099612838,0.3534801161998053,0.7242349601565521,0.37702492006284544,0.7066844105767786
liwc_assent,1.3073372184915566,0.19312558093002066,0.42126924933003357,0.6741738068183896,-0.4911302574071348,0.6240473770356121
liwc_nonfl,0.9665727213428178,0.3353344809664378,0.7793623997818221,0.4370191781570584,-0.9096092822452168,0.3644782120017124
liwc_filler,,,1.2528736425497542,0.21224101854100832,,
